"y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10"
"442" 0.0045 -0.0529 -0.1337 0.0646 -0.0606 0.0027 0.0481 -0.0522 -0.0183 -0.0625 0.0518
"443" -1.6056 -0.0869 0.0789 0.0986 -0.0629 0.0023 0.0066 0.0441 0.0119 -0.0778 -0.0207
"444" -0.4196 -0.0024 0.0707 -0.0406 0.0415 -0.0108 0.0292 0.0594 0.016 -0.065 0.0324
"445" -0.7131 0.1157 0.0212 -0.086 -0.0116 0.0638 0.0661 -0.065 0.0169 -7e-04 0.0397
"446" -1.8048 0.0152 0.0886 -0.0581 -0.0332 0.0304 -0.0436 0.0161 0.041 0.0071 -0.0277
"447" 1.0622 0.0495 0.1859 -0.0652 0.0328 0.0287 -0.0156 0.0236 0.0295 0.0024 -0.009
"448" -0.643 0.0026 0.0968 -0.0198 -0.0193 0.0068 0.0241 -0.0142 0.0151 0.0121 -0.0144
"449" 0.0804 0.043 -0.0667 -0.0354 0.036 -0.0153 0.0137 -0.015 0.0133 0.0402 0.0232
"450" 0.5621 -0.0871 -0.124 -0.0021 0.0884 -0.0875 -0.0762 0.0015 -0.0237 0.0846 0.0063
"451" 1.3773 0.1773 0.015 -0.0419 0.0664 0.0015 -0.0435 0.107 0.0263 0.1031 -0.0155
"452" 0.0252 -0.1077 -0.0814 0.0737 -0.1196 -0.0215 -0.1394 -0.0449 0.0039 0.0344 0.0216
"453" 2.1331 -0.0164 -0.0863 -0.0033 0.1075 -0.0693 -0.0567 0.0191 -0.0615 0.1088 -0.0137
"454" 2.4363 0.1912 -0.0334 -0.1297 0.3139 -0.0813 0.0392 0.1392 -0.033 0.1256 -0.0067
"455" -0.1925 -0.1226 -0.2041 0.122 0.0296 -0.084 0.0179 -0.0378 -0.045 0.0142 0.0279
"456" -0.6333 -0.0283 -0.0479 0.0116 -0.0057 0.0041 0.1003 -0.0837 -0.0054 -0.0553 0.0551
"457" 1.9728 0.007 -0.0155 -0.0208 -0.0649 0.0388 -0.0157 -0.0646 0.0243 0.0353 -0.0097
"458" 2.4808 0.151 -0.0835 -0.0301 0.0096 0.021 0.112 -0.0762 -0.0164 0.0596 0.0785
"459" -0.5219 -0.0778 0.0339 0.0206 0.1392 -0.0649 0.0646 0.0863 -0.031 -0.0561 -0.0442
"460" -1.0949 -0.0238 0.0086 0.0333 -0.1443 0.0482 -0.023 -0.07 0.0553 -0.0397 0.0393
"461" 1.1259 -0.0415 0.0091 -0.0689 -0.089 0.0368 -0.0232 -0.1279 -0.0512 0.037 0.0103
"462" -0.491 0.0203 0.0438 0.0186 -0.0962 0.0576 0.0258 -0.0213 0.0178 -0.0527 0.0249
"463" -1.5422 0.074 0.0236 -0.0888 -0.0162 0.0502 0.1034 -0.0639 -0.0121 -0.0253 0.0615
"464" 0.2692 0.1685 -0.0627 -0.0605 0.0143 0.039 0.1045 -0.1139 0.0179 0.0265 0.1265
"465" -0.9959 0.0664 0.0014 0.0134 0.1302 -0.0606 0.0667 0.1443 0.0068 0.0381 -0.0369
"466" 0.4449 -0.0066 0.0435 0.0693 -0.0731 0.0202 -0.0224 0.0411 -0.0023 -0.0217 -0.0471
"467" 0.277 0.0027 -0.0044 -0.0309 -0.0122 0.0066 0.0048 -0.0508 -0.0385 0.0292 0.0116
"468" -0.9187 -0.1014 -0.0777 0.0213 -0.077 0.0038 -0.0912 -0.1193 0.0133 0.0028 0.0433
"469" 1.0611 0.031 -0.0677 0.0512 -0.1287 0.0578 0.0716 -0.0904 -0.0085 -0.0588 0.083
"470" 0.2011 0.1362 0.1153 -0.0393 0.0586 0.035 0.0636 -0.0055 0.0047 2e-04 0.0448
"471" -0.0727 -0.077 -0.0272 0.033 -0.0369 0.0022 -0.0129 -0.0344 -0.0121 -0.0613 0.0075
"472" 0.3197 -0.1984 0.0572 0.016 -0.077 -0.0099 -0.1182 -0.0092 0.016 -0.0237 -0.1138
"473" -0.6054 0.0018 0.0222 0.0907 -0.0525 9e-04 0.0015 0.0742 0.0075 -0.0088 -0.0487
"474" 0.947 -0.0676 -0.1322 0.1003 0.0486 -0.0441 0.0103 0.0074 -0.0579 0.0296 -0.0279
"475" -0.9806 0.045 0.0903 0.0072 -0.0419 0.0328 0.0273 0.0529 0.0456 -0.0458 -0.0111
"476" 0.6788 0.0917 -0.0656 -0.0195 0.0949 -0.031 0.0868 -0.0137 -0.012 0.0346 0.1098
"477" -0.0015 -0.001 -0.0853 -0.0699 0.1273 -0.0426 -0.0621 -0.0257 0.0053 0.0494 0.0021
"478" 2.2291 0.035 0.0999 -0.0248 0.0224 0.0182 0.1051 0.0416 -0.0224 -0.0413 -0.0038
"479" 0.6976 0.1072 0.0154 -0.085 0.0864 -0.0141 0.0315 0.0086 0.0162 0.0515 0.0549
"480" -0.7488 0.031 0.0216 -0.0542 -0.0485 0.0437 0.0282 -0.0899 -0.0037 0.0014 0.007
"481" 0.9035 -0.1001 0.0214 0.0626 -0.0174 -0.02 -0.0159 -0.0239 9e-04 -0.0625 6e-04
"482" 0.3872 0.123 -0.0258 -0.029 0.1268 -0.0173 0.0922 0.0019 -0.0125 0.0576 0.0285
"483" 1.5528 0.0248 0.0294 0.0448 0.0706 -0.015 0.0494 0.1255 0.0187 -0.0639 -0.0671
"484" -1.3799 -0.0993 -0.0254 -6e-04 -0.0383 -0.0146 -0.0506 -0.1056 -0.017 0.0154 0.0402
"485" -0.6041 -0.0068 0.0675 -0.003 0.014 0.0027 -0.0326 0.0944 0.0104 -0.0114 -0.0962
"486" 1.0641 0.0402 -0.0418 0.0366 0.0349 -0.0092 0.0903 -0.0088 0.0361 -0.029 0.073
"487" -2.4571 -0.0517 0.0164 0.0457 -0.0394 -0.0147 -0.1097 0.0713 0.0267 -0.0095 -0.0261
"488" -0.6522 0.0266 -0.092 -0.0092 0.0099 -0.0225 -0.0078 0.0624 -0.0214 0.0061 0.015
"489" -0.1019 -0.084 0.0769 0.0464 -0.01 -0.0133 0.0261 0.0571 -0.0192 -0.0736 -0.0693
"490" 0.5369 0.093 -0.0523 0.0082 -0.0529 0.0232 0.0162 -0.0813 0.0159 0.0389 0.0981
"491" -1.4553 -0.0197 -0.0019 -0.057 0.0136 0.0064 0.0414 -0.056 0.0089 0.0216 -0.0311
"492" 0.8546 0.1518 -0.1137 0.0054 0.1612 -0.0356 0.1304 -0.0159 -0.0673 0.0614 0.077
"493" -0.5913 0.0535 -0.0089 0.0611 -0.0888 0.0322 0.0981 0.0073 0.0028 -0.0126 0.0392
"494" -0.1251 -0.0534 -0.0487 -0.0662 0.0499 -0.0259 -0.0293 -0.0411 -0.0498 0.0533 -0.0312
"495" -1.4923 -0.1638 0.0995 0.044 0.025 -0.0396 -0.05 0.0711 0.0298 -0.0861 -0.079
"496" -1.0432 -0.0925 0.1136 0.0481 -0.1528 0.0487 -0.0225 0.013 0.0275 -0.0745 -0.0615
"497" -0.8994 0.033 0.0276 -0.0503 0.0548 -9e-04 0.0182 0.0372 0.009 0.0093 -0.0281
"498" 0.0077 -0.0343 -0.0665 0.0857 -0.0516 -0.0082 0.073 -0.0221 0.0129 -0.0558 0.0282
"499" -0.2723 0.0305 -0.0586 0.0274 0.2038 -0.0891 0.0184 0.1161 -0.0655 0.0519 -0.0226
"500" 0.4737 -0.0452 -0.0083 -0.0127 -0.0968 0.0248 -0.1118 -0.0559 0.0058 0.0338 -0.0011
"501" 0.8652 0.2526 -0.0081 -0.1224 -0.0099 0.077 0.1463 -0.1486 -0.033 0.0911 0.1434
"502" 0.2112 -0.0194 -0.0947 -0.0108 0.1155 -0.0658 -0.0472 0.1 -0.0237 0.0364 -0.0393
"503" -0.4019 0.112 -0.0783 -0.003 -0.0655 0.0359 0.0969 0.0166 -0.0104 0.001 0.0404
"504" -0.7749 -0.0426 0.0923 0.0627 -0.0781 0.0296 0.0373 0.031 0.0096 -0.0875 -0.0174
"505" -1.2145 -0.0891 -0.0915 0.0219 -0.1475 0.0322 1e-04 -0.203 -0.024 -0.0238 0.0963
"506" -1.8104 0.0409 0.0958 -0.0181 0.0407 0.0094 0.0223 0.0599 0.0258 -0.0217 -0.0244
"507" 1.2496 0.1192 -0.0321 0.0011 0.2636 -0.1032 0.0443 0.2 -0.0401 0.0492 -0.0018
"508" -0.4432 0.0518 0.0163 -0.0183 -0.1612 0.0928 0.1136 -0.0905 0.0186 -0.0945 0.0965
"509" -0.1423 0.1462 -0.1157 -0.1096 0.1115 -0.0188 -0.0228 -0.0806 -0.0485 0.1665 0.0998
"510" 1.3759 0.0375 -0.0328 0.0196 0.1728 -0.0734 0.0241 0.0515 -0.0068 0.0486 -0.0019
"511" 1.125 0.0767 0.0628 -0.0565 0.002 0.0304 0.0412 0.0036 0.0332 -0.0323 0.0347
"512" 0.1597 0.0829 -0.0901 -0.0319 0.0751 -0.0127 0.0157 -0.1073 -0.0319 0.0821 0.1126
"513" 0.5391 -0.1132 -0.0021 -0.0143 0.0863 -0.0754 -0.1319 0.0277 -0.0015 0.0516 -0.087
"514" -1.271 -0.0383 0.0924 0.0353 -0.1612 0.0704 0.0065 -0.0813 0.0113 -0.0616 0.0027
"515" -0.2186 -0.0273 -0.0848 0.0073 0.1044 -0.0661 0.0025 0.0888 0.0034 0.0068 -0.0024
"516" -0.5663 -0.1114 -0.0022 0.0076 0.0638 -0.0562 -0.0639 -0.0177 -0.029 0.0571 -0.058
"517" 2.2219 0.1118 -0.0488 -0.0825 0.1517 -0.0246 0.0142 -0.0091 -0.0266 0.097 0.0052
"518" -0.0378 -0.0484 -0.0314 0.1026 -0.0051 -0.0481 -0.0268 0.0886 0.0191 -0.0051 -0.0063
"519" 0.192 0.1211 0.0649 -0.0507 4e-04 0.0482 0.0343 0.0453 0.0314 -0.0111 -0.0126
"520" -0.499 0.0342 0.032 0.0794 0.1812 -0.0868 0.0199 0.243 0.0281 -0.016 -0.0811
"521" -0.8105 0.0548 0.0536 0.0043 0.05 -0.0172 0.0182 0.063 0.039 0.0137 -0.0194
"522" 1.6935 -0.025 -0.0213 0.0655 0.0463 -0.0316 -0.0344 0.1423 0.0289 -0.0591 -0.0328
"523" 3.1127 0.2009 -0.0248 -0.083 0.1923 -0.0227 0.0977 0.0317 -0.0139 0.0569 0.0917
"524" 2.6674 0.1812 0.0339 -0.1388 0.1868 -0.0385 0.0479 0.0539 -0.0164 0.1541 0.0267
"525" 0.3033 -0.274 0.0193 0.1106 -0.0561 -0.0504 -0.1369 0.0711 0.0048 -0.0749 -0.1394
"526" -0.4594 -0.0059 -0.0287 -0.0485 -0.1393 0.07 0.0443 -0.146 0.0122 -0.0223 0.0231
"527" -0.1336 0.1636 -0.0294 -0.0881 0.1611 -0.0189 0.0514 0.083 -0.0475 0.0781 -0.0145
"528" 0.617 0.0723 -0.0639 0.0462 0.0301 0.0023 0.1436 -0.0614 -0.0312 -0.0273 0.0866
"529" 1.5837 0.0422 -0.0934 -0.0257 0.0211 -1e-04 0.0184 -0.0304 -0.0122 0.0046 0.0617
"530" -1.8109 0.0092 0.0249 -0.0075 -0.058 0.0285 0.0244 -0.0075 0.0125 -0.0261 -0.0101
"531" 1.5989 0.0203 0.045 -0.102 0.0814 -0.0158 -0.0361 0.0125 0.0018 0.0455 -0.0099
"532" -0.7985 -0.0827 0.0076 0.0744 0.026 -0.0602 -0.108 0.1225 0.0077 0.0265 -0.0652
"533" -0.9334 -0.1606 -0.0493 0.0771 0.0166 -0.0681 -0.1304 0.0575 0.0327 -0.0099 -0.0915
"534" -0.6034 -0.0394 0.0581 0.0128 -0.102 0.0388 0.0579 -0.0268 -0.0183 -0.0822 6e-04
"535" -0.3827 0.151 -0.0498 0.0015 0.0339 0.0202 0.0829 -0.0338 -0.0351 0.0523 0.077
"536" -0.5229 -0.0244 -0.1489 0.035 -0.1092 0.0041 1e-04 -0.1597 -0.0052 0.025 0.1215
"537" -1.0214 0.0357 0.0046 -0.0867 0.0782 -0.0028 0.0126 -0.0123 0.0565 0.002 0.0363
"538" -0.2285 -0.0354 -0.0032 0.034 0.0806 -0.0476 -0.0113 0.0971 -0.0106 -0.016 -0.0465
"539" 0.1286 -0.1396 0.0303 0.0177 0.1017 -0.0873 -0.1492 0.0935 -0.0187 0.065 -0.1101
"540" 0.7946 0.0657 0.0322 -0.0728 0.0437 0.0254 -0.0132 -0.0524 0.0068 -2e-04 0.0951
"541" -1.4251 0.0222 0.0895 -0.0521 -6e-04 0.0167 -0.0402 0.0769 -0.0046 0.0294 -0.0462
"542" -0.1638 -0.0292 0.1466 -0.0624 -0.0447 0.0432 -0.0802 0.0224 0.0755 -0.0316 -0.08
"543" -0.8598 -0.0151 -0.0932 0.0769 0.0069 -0.0473 0.0059 0.0282 0.0064 0.001 0.0461
"544" 0.4485 0.2331 -0.0523 -0.081 0.1545 -0.0095 0.135 0.0463 -0.0665 0.1218 0.0299
"545" 0.9184 0.1125 0.1652 -0.0799 -0.0737 0.0826 0.0494 0.0928 0.0691 -0.0706 -0.0133
"546" -0.2019 0.0164 -0.08 -0.029 -0.0845 0.042 0.017 -0.1618 -0.0172 0.0255 0.0847
"547" 0.4174 -0.2187 0.022 0.0957 -0.1473 -8e-04 -0.0962 -0.0446 0.0193 -0.0626 -0.0687
"548" 0.2048 0.0887 0.0632 0.0172 0.082 -0.0102 0.0916 0.0347 -0.0175 -0.015 0.0427
"549" 1.6892 -0.0043 -0.1185 0.0025 0.097 -0.0505 0.0228 0.0027 -0.058 0.0726 -0.0024
"550" 1.5225 0.1107 -0.0249 -0.0339 0.0323 0.0147 0.0675 0.0645 0.0228 -0.0179 0.0281
"551" -1.7061 -0.0891 -0.0242 0.1151 -0.0402 -0.0066 0.0286 0.0475 0.0092 -0.1382 0.051
"552" 0.4451 -0.17 -0.0726 0.0531 -0.03 -0.0383 -0.1131 -0.0683 0.0231 0.0285 -0.062
"553" 0.4087 -0.081 0.0965 0.0269 -0.0832 0.0325 0.0066 -0.0333 0.0618 -0.0964 0.0139
"554" -0.816 -0.1403 0.0929 0.0229 -0.1027 0.0153 -0.1271 0.0329 0.0309 -0.0455 -0.082
"555" -0.1751 -0.1812 0.0861 0.113 -0.0815 -0.0235 -0.0812 0.0508 0.0216 -0.0924 -0.0275
"556" -0.1532 -0.063 0.1638 0.0468 -0.145 0.0629 -0.0102 0.0064 0.0482 -0.1108 -0.0406
"557" -0.4037 -0.1511 0.0275 0.02 0.1066 -0.0715 -0.1138 0.1259 -0.0263 0.0057 -0.1314
"558" -0.8615 0.0571 -0.0448 0.0377 -0.0896 0.0442 0.0745 -0.0895 -0.0086 -0.0432 0.111
"559" 1.3904 0.0216 -0.0046 -0.007 0.0761 -0.029 0.0682 0.0226 -0.0461 -0.0178 0.0128
"560" 1.4604 -0.0209 -0.0246 -0.03 -0.0517 0.0163 -0.0327 -0.0696 -0.0139 0.0273 0.0408
"561" -0.6741 -0.0666 -0.0263 0.0323 -0.1187 0.0346 -0.014 -0.0404 0.0329 -0.0817 0.0148
"562" 1.155 -0.0333 -0.0981 0.1001 -0.162 0.0297 0.0538 -0.1422 -0.0126 -0.0184 0.1096
"563" -0.2598 0.0974 -0.0758 -0.0548 0.0839 -0.0275 -0.0092 0.0349 -0.0289 0.1132 -0.0134
"564" -2.3338 -0.0396 -0.0579 0.0588 0.0251 -0.0366 -0.0549 0.0184 -0.0164 0.0234 0.0072
"565" 0.2712 0.079 0.0753 0.0111 0.1037 -0.0167 0.0823 0.2048 0.002 -0.0407 -0.0826
"566" -0.0074 0.0412 -0.0333 -1e-04 0.0054 7e-04 0.0093 -0.0806 -0.0296 0.0602 0.0712
"567" 0.1339 -0.0101 0.0582 0.0256 0.03 0.0024 0.0996 -0.0038 -0.0075 -0.0733 -0.0073
"568" -1.4988 -0.0231 -0.0375 -0.0578 -0.0071 0.0123 0.0147 -0.0884 -0.0197 0.0176 0.0166
"569" 0.564 0.0102 -0.0877 -0.0177 0.0276 -0.0264 -0.0203 -0.0802 -0.0235 0.098 0.053
"570" -0.6354 -0.0867 0.0736 -0.0183 0.0482 -0.0329 -0.0962 0.1105 -0.025 0.0492 -0.1159
"571" 0.2834 0.1441 0.0593 1e-04 0.0593 0.0059 0.0425 0.1327 0.0235 0.0029 -0.0128
"572" 0.5641 0.1024 0.0964 0.0119 0.0997 0.005 0.0851 0.1493 0.0361 -0.0934 0.0127
"573" 2.3339 0.0075 -0.055 -0.0054 -0.0395 0.0205 0.002 -0.1154 -0.0342 0.0456 0.0149
"574" -0.1566 0.0459 0.0947 -0.0712 0.1106 -0.0233 -0.0659 0.0747 0.0425 0.0442 -0.0372
"575" 0.3334 0.0233 0.0847 -0.0664 -0.0824 0.0598 0.0781 -0.1536 -0.0261 -0.0193 0.0644
"576" -1.6696 -0.0919 -0.0682 0.0182 -0.1025 0.0213 -0.0368 -0.1051 -0.0193 -0.041 0.0306
"577" -2.0777 0.07 0.0685 0.0499 0.0319 -7e-04 0.1267 0.0798 0.0033 -0.0561 -0.0059
"578" -2.1267 -0.0176 -0.0282 0.0154 0.0311 -0.0079 0.0229 0.0193 -0.0309 -0.0057 -0.0342
"579" -1.6454 -0.2252 -0.0591 0.0471 -0.1437 0.0057 -0.1582 -0.107 -0.0079 -0.0073 -0.0538
"580" -0.3191 -0.0063 0.0157 -6e-04 0.0658 -0.045 -0.1214 0.1296 0.0406 0.0676 -0.0684
"581" 0.0896 0.0511 -0.0335 0.028 0.149 -0.0727 0.0025 0.0715 0.0158 0.0747 0.0019
"582" -0.2272 -0.118 0.0411 0.0245 -0.1185 0.0213 -0.094 -0.1205 0.0109 -0.0135 0.0302
"583" -0.5607 -0.0214 0.0926 0.0747 0.1724 -0.0815 0.0615 0.1778 -0.0069 -0.0766 -0.0267
"584" -1.3113 0.0919 0.0514 -0.0819 0.1044 -0.0061 0.0015 -0.0197 -0.0041 0.0771 4e-04
"585" -1.4254 -0.0843 0.0331 -0.0212 -0.0919 0.0361 0.0236 -0.1269 -0.0425 -0.0303 0.0296
"586" -0.4571 -0.0787 0.1068 -0.0411 -0.1115 0.0576 -0.0698 -0.0857 -0.0111 -0.0023 -0.0711
"587" -1.6148 -0.1285 0.0901 -0.0207 -0.0648 0.0111 -0.0753 -0.0457 0.0259 -0.0493 -0.031
"588" 0.6791 0.1442 0.0781 -0.0814 0.0924 0.0247 0.086 0.051 0.0164 0.0172 -0.0117
"589" -1.0931 -0.032 -0.1408 0.0131 -0.0862 0.0188 -0.0255 -0.1691 -0.0381 0.0356 0.0948
"590" 0.7848 -0.0452 -0.0939 0.0303 -0.1036 0.0144 0.0284 -0.0639 0.0014 -0.0402 0.0489
"591" -0.4264 -0.0213 0.1299 0.0031 -0.0708 0.0458 0.0961 -0.0373 -0.0198 -0.0721 -0.0099
"592" -0.9857 0.1404 -0.0174 -0.0965 0.1106 -0.0199 0.0141 0.0491 -0.0078 0.1325 -0.0108
"593" 1.3088 -0.077 0.0711 -0.0234 0.0826 -0.0328 -0.096 0.0552 -0.0091 0.0214 -0.065
"594" 0.4199 0.123 -0.0685 -0.0148 0.0116 0.0196 0.116 -0.0211 -0.0464 0.0182 0.0829
"595" 0.0142 0.0541 0.1364 -0.0162 -0.0171 0.0417 0.1028 0.0354 0.0226 -0.0887 0.0226
"596" 1.7444 0.1414 0.045 -0.0907 0.0188 0.0401 0.094 3e-04 6e-04 0.0303 0.0379
"597" -0.6278 -0.0548 -0.1467 0.0792 0.1145 -0.0905 -0.0714 0.0641 -0.0099 0.0407 0.0137
"598" -0.7881 -0.106 -0.0135 0.0081 -0.1541 0.0472 -0.0342 -0.1475 0.0011 -0.0263 -0.0029
"599" 1.2702 -0.0428 -0.1787 0.0443 0.0416 -0.0538 0.0578 -0.0212 -0.0558 0.0337 -0.0105
"600" -0.6828 -0.1287 -0.152 0.0905 0.0805 -0.109 -0.0257 0.0668 -0.0393 0.0166 -0.0039
"601" 1.7481 0.0743 -0.065 -0.1389 0.2949 -0.11 -0.0895 0.168 -0.0344 0.1578 -0.0534
"602" 1.8291 0.1727 -0.033 -0.0161 -0.0253 0.0611 0.2031 -0.1019 -0.0142 -0.0298 0.1461
"603" -1.446 -0.1101 -0.0036 0.0202 -0.0658 0.008 -0.0048 -0.067 0.0038 -0.0383 0.0051
"604" -1.1862 -0.1527 -0.0958 0.1265 -0.0419 -0.0598 -0.0517 -0.0334 -0.0649 0.045 -0.0359
"605" 0.7367 -0.1218 0.0408 0.011 -0.0572 0.0149 0.0221 -0.0429 -0.0018 -0.0562 -0.0613
"606" -1.172 -0.0047 0.1777 -0.0179 -0.0046 0.0415 -0.0102 0.1059 0.0425 -0.1029 -0.1067
"607" 0.3247 0.0827 0.0101 -0.0031 -0.0402 0.0351 0.0254 -0.0585 -0.0615 0.0886 -0.0059
"608" 1.444 -0.004 0.0202 -0.0157 0.1314 -0.0666 -0.0953 0.2027 0.0092 0.0504 -0.0688
"609" -0.1518 0.04 0.0196 -0.0105 -0.0489 0.0277 -0.0102 0.0346 0.0093 0.0118 -0.0222
"610" 0.0966 -0.1668 -0.0137 0.0528 -0.007 -0.0535 -0.087 0.0203 -0.0309 0.0089 -0.0477
"611" -0.4214 -0.0507 0.1255 0.0357 -0.0338 0.0071 -0.0656 0.1443 0.0636 -0.033 -0.1564
"612" -0.9458 -0.004 -0.1259 0.0719 -0.0827 -9e-04 0.0012 -0.0377 0.0124 0.0117 0.0519
"613" 0.0601 0.1237 0.0332 0.0634 0.1058 -0.0224 0.0978 0.1087 0.032 -0.0449 0.0278
"614" -0.4803 0.0537 -0.0575 -0.0081 -0.0834 0.047 0.0302 -0.1501 0.0167 0.0106 0.1169
"615" -0.0141 0.0811 0.0355 -0.0817 -0.0323 0.0544 0.0504 -0.0773 0.0133 0.0092 0.0392
"616" -0.2575 -0.0223 -0.0634 0.0547 0.157 -0.0808 0.0033 0.0803 -0.0243 0.0075 -0.0069
"617" 0.3721 0.0675 -0.1219 0.0109 -0.0075 -0.0079 0.0922 -0.081 -0.0508 0.0504 0.0886
"618" 0.1046 0.0327 -0.0194 -0.0338 -0.1902 0.0995 0.0418 -0.2373 -0.0037 -8e-04 0.1291
"619" -1.5898 0.0697 -0.0765 -0.0419 -0.0166 0.0012 -0.0421 -0.0328 -0.0263 0.121 0.0258
"620" -0.634 0.0365 0.0759 -0.0139 -0.0355 0.0504 0.1307 -0.0507 -0.0157 -0.0393 -0.0301
"621" 0.8302 0.091 -0.0024 0.0209 -0.0856 0.046 0.0304 -0.0451 0.0506 0.0063 0.0695
"622" -0.2888 -0.0998 -0.0557 0.0255 0.0709 -0.0786 -0.0717 0.1077 -0.0332 0.039 -0.091
"623" 0.7535 -0.0988 -0.0549 0.0791 0.0531 -0.0645 -0.0813 0.0502 0.0078 -0.0017 -0.0105
"624" 0.4603 0.0317 0.1717 -0.0895 -0.0138 0.0482 0.0017 -0.0156 0.0054 -0.0053 -0.0327
"625" -1.5428 0.1721 -0.0459 8e-04 0.1195 -0.0376 0.1272 -0.0043 0.0149 0.0491 0.1539
"626" -0.355 0.018 0.0101 -0.011 -0.1165 0.0538 0.0161 -0.0389 0.0252 -0.0289 0.0348
"627" -2.0161 -0.1405 0.0749 0.043 -0.0184 -0.0019 -0.0095 0.0536 2e-04 -0.1082 -0.1132
"628" -1.036 0.0626 0.0985 0.0196 0.0148 0.0077 0.0202 0.134 0.0389 -0.0179 -0.0379
"629" -1.0976 -0.1893 -0.0717 0.0312 -0.0039 -0.062 -0.1347 0.0572 -0.0018 -0.0121 -0.048
"630" -0.2382 -0.1197 -0.0585 0.0266 0.0294 -0.0533 -0.102 -0.0239 -0.0061 0.0453 -0.0523
"631" -0.7033 0.0938 0.0337 -0.0286 0.1217 -0.0394 0.0594 0.1159 0.014 0.0278 0.016
"632" -1.0514 0.161 -0.0505 -0.0423 0.1192 -0.0258 -0.0401 0.0648 0.0195 0.1347 -7e-04
"633" 3.6619 0.0814 -0.0428 -0.0074 0.1738 -0.081 -0.0366 0.1256 -0.0047 0.1089 -0.0089
"634" -0.9918 -0.0421 0.0706 -0.0352 -6e-04 0.0106 -0.0255 -0.0337 0.0082 6e-04 -0.0169
"635" -1.7917 0.0773 0.0357 -0.0918 0.0657 -0.0036 -0.0387 0.0897 0.0165 0.0241 -0.029
"636" -0.3315 0.0076 -0.0545 -0.0476 -0.0383 0.0261 0.0366 -0.1452 -0.0089 0.0109 0.064
"637" 1.1656 0.1236 0.0086 -0.0596 0.1645 -0.0305 0.1524 0.0755 -0.0427 0.0116 -0.001
"638" -0.1862 -0.0262 -0.0157 0.065 -0.0715 0.0152 -0.0407 -0.0522 0.0205 -0.006 0.0368
"639" 0.4303 -0.0747 0.0593 -0.0348 -0.0842 0.0281 -0.1712 -0.0814 0.0468 0.0479 -0.0433
"640" -0.4246 0.0961 -0.058 -0.0868 -0.0672 0.0674 0.0366 -0.1258 0.0094 0.0263 0.0647
"641" 0.9591 -0.009 0.0598 0.0346 0.0926 -0.0313 0.0945 0.0586 -0.0282 -0.0634 -0.0122
"642" 1.3878 0.108 -0.0548 -0.0082 0.1012 -0.0365 0.0898 0.0948 -0.0174 0.0133 0.0056
"643" -1.4747 -0.0449 0.1606 -0.0445 -0.2135 0.0941 -0.0253 -0.0725 0.0212 -0.0607 -0.0048
"644" 0.2274 0.0354 -0.0842 0.0228 -0.0574 0.0047 -0.0483 -0.0703 0.0119 0.075 0.0614
"645" -0.288 -0.008 0.0638 -0.0251 -0.0464 0.0451 0.0054 -0.0614 0.0074 -0.0126 -0.0172
"646" 0.8639 0.0178 -0.014 -0.014 0.1773 -0.0688 0.0549 0.0955 -0.0332 0.0096 -0.0162
"647" 0.7714 0.0942 0.0771 0.0031 0.047 0.004 0.0686 0.1508 0.0471 -0.053 0.0036
"648" -0.1723 -0.1915 -0.097 0.1269 -0.2074 0.0231 -0.1125 -0.0892 0.0052 -0.0659 -0.0112
"649" 0.2977 0.0637 -0.0316 -0.0042 0.0613 -0.0288 -0.0321 0.0149 0.0207 0.0812 0.0182
"650" 1.2988 0.123 0.1137 -0.1231 0.1645 -0.0177 -0.0082 0.1247 4e-04 0.0541 -0.052
"651" -0.2052 -0.0827 -0.0265 0.0203 -0.1096 0.0242 -0.0775 -0.0866 0.0033 1e-04 -0.0164
"652" -1.0949 -0.0963 0.0989 -0.0049 0.0143 -0.0272 -0.0275 0.0452 0.0111 -0.0375 -0.0599
"653" -0.6191 -0.043 -0.078 -0.0369 0.0838 -0.0558 -0.0531 0.0112 -0.0109 0.0593 -0.0158
"654" 1.0265 0.0963 0.0508 -0.0314 -0.0164 0.0423 9e-04 0.0491 0.0099 0.0066 -0.0336
"655" 0.2564 0.0296 0.0327 0.0248 -0.0504 0.0343 0.0448 -0.0383 0.0046 -0.0416 0.0469
"656" -1.8736 0.0029 -0.0935 -3e-04 -0.0336 0.0076 0.0465 -0.11 -0.024 0.0216 0.0615
"657" 1.0542 -0.1045 -0.0028 0.0326 0.0444 -0.0472 -0.0279 0.0211 0.0059 0.0091 -0.0588
"658" -1.5938 -0.0184 0.0706 0.0528 -0.0583 0.0028 -0.014 0.0559 0.0297 -0.0288 -0.0159
"659" -0.0688 -4e-04 -0.0245 0.0115 0.0133 -0.0229 8e-04 0.0529 0.011 -0.0039 0.0297
"660" -1.1368 -0.1174 -0.0299 -0.0014 -0.0648 -0.0157 -0.1665 -0.035 -0.0226 0.0694 -0.0641
"661" -2.6991 0.0068 0.1151 -0.0453 -0.1032 0.0599 0.0141 -0.0668 0.0211 -0.0533 0.012
"662" -0.4933 0.0251 -0.0481 -0.05 0.0952 -0.0377 -0.0037 -0.0123 -0.0051 0.0816 0.0172
"663" -0.291 -0.0624 0.1044 -0.0303 -0.0763 0.0405 -0.1013 -0.0038 0.0387 -0.0544 -0.0446
